wid	txtid	inv_nr	cth_number	lnr	trans	text	text_tags	text_clean	subscr	matlect	num	sign	corr	deleted	added	ras	rasx	gap	note	link	mrp0sel	combined
20	HT 67		821	Vs. 8′	NINDA.GUR₄.RA		"<sGr><laes_in/>NINDA</sGr><corr c=""sic""/><sGr>.GUR₄</sGr><corr c=""sic""/><sGr><laes_fin/>.RA</sGr><d>ḪI.A</d>"	⸢NINDA.GUR₄⸣.RA~ḪI.A~					"⸢NINDA<corr c=""sic""/>, GUR₄<corr c=""sic""/>"								2b 	{'lg': 'Hit', 'mrp1': 'NINDA.GUR₄.RA=i-@Brotopferer@{ a → NOM.SG(UNM)} { b → ACC.SG(UNM)} { c → NOM.PL(UNM)} { d → ACC.PL(UNM)} { e → GEN.SG(UNM)} { f → GEN.PL(UNM)} { g → D/L.SG(UNM)} { h → D/L.PL(UNM)} { i → ALL(UNM)} { j → ABL(UNM)} { k → INS(UNM)} { l → VOC.SG(UNM)} { m → VOC.PL(UNM)}@29.1.2@LÚ', 'mrp2': 'NINDA.GUR₄.RA=i-@Brotlaib@{ a → NOM.SG(UNM)} { b → ACC.SG(UNM)} { c → NOM.PL(UNM)} { d → ACC.PL(UNM)} { e → GEN.SG(UNM)} { f → GEN.PL(UNM)} { g → D/L.SG(UNM)} { h → D/L.PL(UNM)} { i → ALL(UNM)} { j → ABL(UNM)} { k → INS(UNM)} { l → VOC.SG(UNM)} { m → VOC.PL(UNM)}@28.2.1.1@'}
21	HT 67		821	Vs. 8′			<del_in/>	[														{'lg': 'Hit'}
22	HT 67		821	Vs. 9′			<del_in/>	[														{'lg': 'Hit'}
23	HT 67		821	Vs. 9′			"<space c=""5""/>"	*****														{'lg': 'Hit'}
24	HT 67		821	Vs. 9′			<del_fin/>x	]x													DEL	{'lg': 'Hit'}
25	HT 67		821	Vs. 9′		x	x<d>MEŠ</d>	x~MEŠ~													DEL	{'lg': 'Hit'}
26	HT 67		821	Vs. 10′			<del_in/>	[														{'lg': 'Hit'}
27	HT 67		821	Vs. 10′			"<space c=""8""/>"	********														{'lg': 'Hit'}
28	HT 67		821	Vs. 10′			<del_fin/>x	]x													DEL	{'lg': 'Hit'}
29	HT 67		821	Vs. 10′		x	x<del_in/>	x[													DEL	{'lg': 'Hit'}
30	HT 67		821	Rs. 1′	GIMan		<sGr>GIM</sGr>-a<del_in/>n	GIM-a[n													1	{'lg': 'Hit', 'mrp1': 'GIM-an@wie@CNJ@@', 'mrp2': 'GIM@wie@CNJ@CNJ+= an@PPRO.3SG.C.ACC@@'}
31	HT 67		821	Rs. 2′	laparnakan	la-ba-	la-ba-<del_in/>ar-na-kán	la-ba-[ar-na-kán													1a 	{'lg': 'Hit', 'mrp1': 'labarn=a-@(Königstitel)@{ a → NOM.SG(!)} { b → ALL} { c → STF}@1.1 += kkan@OBPk@@(LÚ)', 'mrp2': 'laparn=a-@Labarna@{ a → PNm.NOM.SG(UNM)} { b → PNm.ACC.SG(UNM)} { c → PNm.GEN.SG(UNM)} { d → PNm.D/L.SG(UNM)} { e → PNm.ABL(UNM)} { f → PNm.INS(UNM)} { g → PNm.VOC.SG}@38.2 += kkan@OBPk@@(m)'}
32	HT 67		821	Rs. 3′	nepiš	ne-pí-i	ne-pí-i<del_in/>š	ne-pí-i[š													1a 	{'lg': 'Hit', 'mrp1': 'nepi=š-@Himmel@{ a → NOM.SG.N} { b → ACC.SG.N} { c → STF}@11.2@'}
33	HT 67		821	Rs. 4′	LUGALun		<sGr>LUGAL</sGr>-un	LUGAL-un													1	{'lg': 'Hit', 'mrp1': 'LUGAL=u-@König@FNL(u).ACC.SG.C@28.3.1.1@'}
34	HT 67		821	Rs. 4′	pian~	pí-a	"pí-a<del_in/>n<corr c=""?""/>-"	pí-a[n-					"a[n<corr c=""?""/>"								DEL	{'lg': 'Hit'}
35	HT 67		821	Rs. 5′	KURe		<sGr>KUR</sGr>-e	KUR-e													1b 	{'lg': 'Hit', 'mrp1': 'KUR=@Land@{ a → FNL(e).NOM.SG.N} { b → FNL(e).ACC.SG.N} { c → FNL(e).NOM.PL.N} { d → FNL(e).ACC.PL.N} { e → FNL(e).D/L.SG}@28.6@', 'mrp2': 'KUR=@Land@{ a → NOM.SG(UNM)} { b → ACC.SG(UNM)} { c → NOM.PL(UNM)} { d → ACC.PL(UNM)} { e → GEN.SG(UNM)} { f → GEN.PL(UNM)} { g → D/L.SG(UNM)} { h → D/L.PL(UNM)} { i → ALL(UNM)} { j → ABL(UNM)} { k → INS(UNM)} { l → VOC.SG(UNM)} { m → VOC.PL(UNM)}@28.6 += e@{ R → PPRO.3SG.N.NOM} { S → PPRO.3SG.N.ACC} { T → PPRO.3PL.C.NOM} { U → PPRO.3PL.N.NOM} { V → PPRO.3PL.N.ACC}@@', 'mrp3': 'KUR=(e/i)ant-@Land@{ a → NOM.SG(UNM)} { b → ACC.SG(UNM)} { c → NOM.PL(UNM)} { d → ACC.PL(UNM)} { e → GEN.SG(UNM)} { f → GEN.PL(UNM)} { g → D/L.SG(UNM)} { h → D/L.PL(UNM)} { i → ALL(UNM)} { j → ABL(UNM)} { k → INS(UNM)} { l → VOC.SG(UNM)} { m → VOC.PL(UNM)}@28.13.1 += e@{ R → PPRO.3SG.N.NOM} { S → PPRO.3SG.N.ACC} { T → PPRO.3PL.C.NOM} { U → PPRO.3PL.N.NOM} { V → PPRO.3PL.N.ACC}@@'}
36	HT 67		821	Rs. 5′	ḫuman	ḫu-u-ma-an	ḫu-u-ma-an	ḫu-u-ma-an													2b 	{'lg': 'Hit', 'mrp1': 'ḫuman@gänzlich@@ADV@', 'mrp2': 'ḫumant-@jeder; ganz@{ a → QUANall.NOM.SG.N} { b → QUANall.ACC.SG.N}@27.3@'}
37	HT 67		821	Rs. 5′		x	x<del_in/>	x[													DEL	{'lg': 'Hit'}
38	HT 67		821	Rs. 6′	IŠKURni		<d>D</d><sGr>IŠKUR</sGr>-ni	~D~IŠKUR-ni													1	{'lg': 'Hit', 'mrp1': 'IŠKUR=@Wettergott@DN.FNL(n).HITT.D/L.SG@35.10.4@D'}
39	HT 67		821	Rs. 6′	keššar~	ke-eš-ša	ke-eš-ša<del_in/>r(-)	ke-eš-ša[r(-)													DEL	{'lg': 'Hit'}
40	HT 67		821	Rs. 7′	NÍ.TE		<sGr>NÍ.TE</sGr>	NÍ.TE													1e 	{'lg': 'Hit', 'mrp1': 'NÍ.TE=@Körper@{ a → NOM.SG(UNM)} { b → ACC.SG(UNM)} { c → NOM.PL(UNM)} { d → ACC.PL(UNM)} { e → GEN.SG(UNM)} { f → GEN.PL(UNM)} { g → D/L.SG(UNM)} { h → D/L.PL(UNM)} { i → ALL(UNM)} { j → ABL(UNM)} { k → INS(UNM)} { l → VOC.SG(UNM)} { m → VOC.PL(UNM)}@28.1.1@'}
41	HT 67		821	Rs. 7′	irḫašša	ir-ḫa-aš-	ir-ḫa-aš-<del_in/>ša	ir-ḫa-aš-[ša													1e 	{'lg': 'Hit', 'mrp1': 'irḫ=a-@Grenze@{ a → NOM.SG.C} { b → GEN.SG} { c → VOC.SG} { d → GEN.PL} { e → D/L.PL}@1.1@+= ya@CNJadd@'}
0	KUB 54.64		821	Vs. 1′			"<space c=""33""/>"	*********************************														{'lg': 'Hit'}
1	KUB 54.64		821	Vs. 1′			"<del_fin/>x-<laes_in/>a<corr c=""?""/>-i"	]x-⸢a-i					"⸢a<corr c=""?""/>"								DEL	{'lg': 'Hit'}
2	KUB 54.64		821	Vs. 1′	5e		<num/>5-e<laes_fin/>	5-e⸣			<num/>5										1	{'lg': 'Hit', 'mrp1': '5-e@fünf@@QUANcar.N/A.N@', 'mrp2': '5@fünf@@QUANcar += e@{ R → PPRO.3SG.N.NOM} { S → PPRO.3SG.N.ACC} { T → PPRO.3PL.C.NOM} { U → PPRO.3PL.N.NOM} { V → PPRO.3PL.N.ACC}@@'}
3	KUB 54.64		821	Vs. 1′			<del_in/>	[														{'lg': 'Hit'}
4	KUB 54.64		821	Vs. 1′			"<space c=""18""/>"	******************														{'lg': 'Hit'}
5	KUB 54.64		821	Vs. 1′			<del_fin/>	]														{'lg': 'Hit'}
6	KUB 54.64		821	Vs. 2′			"<space c=""26""/>"	**************************														{'lg': 'Hit'}
7	KUB 54.64		821	Vs. 2′			<del_fin/>	]														{'lg': 'Hit'}
8	KUB 54.64		821	Vs. 2′	petai	pé-e-da-i	pé-e-da-i	pé-e-da-i													1	{'lg': 'Hit', 'mrp1': 'ped=a-@hinschaffen@3SG.PRS@II.3@', 'mrp2': 'ped=ae-@hinschaffen@2SG.IMP@I.9@'}
9	KUB 54.64		821	Vs. 3′			"<space c=""21""/>"	*********************														{'lg': 'Hit'}
10	KUB 54.64		821	Vs. 3′	~anzi	-a	-a<del_fin/>n-zi	-a]n-zi													DEL	{'lg': 'Hit'}
11	KUB 54.64		821	Vs. 3′	nu	nu	nu	nu													1	{'lg': 'Hit', 'mrp1': 'nu@@CONNn@@'}
12	KUB 54.64		821	Vs. 3′	LÚ		<sGr>LÚ</sGr><d>MEŠ</d>	LÚ~MEŠ~													1c 	{'lg': 'Hit', 'mrp1': 'LÚ=a-@Mann@{ a → NOM.SG(UNM)} { b → ACC.SG(UNM)} { c → NOM.PL(UNM)} { d → ACC.PL(UNM)} { e → GEN.SG(UNM)} { f → GEN.PL(UNM)} { g → D/L.SG(UNM)} { h → D/L.PL(UNM)} { i → ALL(UNM)} { j → ABL(UNM)} { k → INS(UNM)} { l → VOC.SG(UNM)} { m → VOC.PL(UNM)}@28.1.1@', 'mrp2': 'LÚ=a-@Ziti@{ a → PNm.NOM.SG(UNM)} { b → PNm.ACC.SG(UNM)} { c → PNm.GEN.SG(UNM)} { d → PNm.D/L.SG(UNM)} { e → PNm.ABL(UNM)} { f → PNm.INS(UNM)} { g → PNm.VOC.SG(UNM)}@38.1@m'}
13	KUB 54.64		821	Vs. 3′	nerik		<d>URU</d>ne-ri-<laes_in/>ik<laes_fin/>	~URU~ne-ri-⸢ik⸣													1c 	{'lg': 'Hit', 'mrp1': 'nerik=@Nerik@{ a → GN.NOM.SG(UNM)} { b → GN.ACC.SG(UNM)} { c → GN.GEN.SG(UNM)} { d → GN.D/L.SG(UNM)} { e → GN.ALL(UNM)} { f → GN.ABL(UNM)} { g → GN.INS(UNM)} { h → GN.VOC.SG(UNM)} { i → GN.HURR.ABS.SG}@39.1@URU'}
14	KUB 54.64		821	Vs. 4′			"<space c=""23""/>"	***********************														{'lg': 'Hit'}
15	KUB 54.64		821	Vs. 4′	šanḫanzi	š	"š<del_fin/>a-an-ḫa<corr c=""!""/>-an-zi"	š]a-an-ḫa-an-zi					"ḫa<corr c=""!""/>"								2	{'lg': 'Hit', 'mrp1': 'šanḫ-@suchen/reinigen@3PL.PRS@I.1.8@', 'mrp2': 'šanḫ-@suchen/reinigen@3PL.PRS@I.1.8@'}
16	KUB 54.64		821	Vs. 5′			"<space c=""24""/>"	************************														{'lg': 'Hit'}
17	KUB 54.64		821	Vs. 5′			<del_fin/>	]														{'lg': 'Hit'}
18	KUB 54.64		821	Vs. 5′	ešriaš		<laes_in/>e<laes_fin/>-eš-ri-ia-aš	⸢e⸣-eš-ri-ia-aš													2all 	{'lg': 'Hit', 'mrp1': 'ešr=i-@Form@{ a → GEN.SG} { b → GEN.PL} { c → D/L.PL}@2.1.2@', 'mrp2': 'ešr=i-@Vlies@{ a → GEN.SG} { b → GEN.PL} { c → D/L.PL}@2.1.2@SÍG', 'mrp3': 'ešr=i-@Vlies@{ a → GEN.SG} { b → NOM.PL.C} { c → GEN.PL} { d → ACC.PL.C} { e → D/L.PL}@2.1.1@SÍG', 'mrp4': 'ešr=i-@Form@{ a → NOM.SG.N} { b → ACC.SG.N} { c → NOM.PL.N} { d → ACC.PL.N} { e → D/L.SG} { f → STF}@2.1.2 += aš@{ R → PPRO.3SG.C.NOM} { S → PPRO.3PL.C.ACC}@@', 'mrp5': 'ešr=i-@Vlies@{ a → NOM.SG.N} { b → ACC.SG.N} { c → NOM.PL.N} { d → ACC.PL.N} { e → D/L.SG} { f → STF}@2.1.2 += aš@{ R → PPRO.3SG.C.NOM} { S → PPRO.3PL.C.ACC}@@SÍG', 'mrp6': 'ešr=i-@Vlies@{ a → D/L.SG} { b → STF}@2.1.1 += aš@{ R → PPRO.3SG.C.NOM} { S → PPRO.3PL.C.ACC}@@SÍG'}
19	KUB 54.64		821	Vs. 5′	našta	na-aš-ta	na-aš-ta	na-aš-ta													1	{'lg': 'Hit', 'mrp1': 'n=ašta@@CONNn=OBPst@@', 'mrp2': 'n=an=šta@@CONNn=PPRO.3SG.C.ACC=OBPst@@', 'mrp3': 'n=aš=šta@@{ a → CONNn=PPRO.3SG.C.NOM=OBPst} { b → CONNn=PPRO.3PL.C.ACC=OBPst}@@', 'mrp4': 'n=at=šta@@{ a → CONNn=PPRO.3SG.N.NOM=OBPst} { b → CONNn=PPRO.3SG.N.ACC=OBPst}@@'}
20	KUB 54.64		821	Vs. 5′			"<c type=""sign""/>ša"	ša				"<c type=""sign""/>ša"										{'lg': 'Hit'}
21	KUB 54.64		821	Vs. 5′			"<c type=""sign""/>AL<corr c=""?""/>"	AL				"<c type=""sign""/>AL"	"AL<corr c=""?""/>"									{'lg': 'Hit'}
22	KUB 54.64		821	Vs. 5′			"<c type=""sign""/>ZA<corr c=""?""/>"	ZA				"<c type=""sign""/>ZA"	"ZA<corr c=""?""/>"									{'lg': 'Hit'}
23	KUB 54.64		821	Vs. 5′	pittazi	píd-da-zi	píd-da-zi	píd-da-zi													1 2 	{'lg': 'Hit', 'mrp1': 'pidd=ā(e)-@bringen@3SG.PRS@I.9@', 'mrp2': 'pidd=ae-@laufen@3SG.PRS@I.9@'}
24	KUB 54.64		821	Vs. 6′			"<space c=""23""/>"	***********************														{'lg': 'Hit'}
25	KUB 54.64		821	Vs. 6′			<del_fin/>	]														{'lg': 'Hit'}
26	KUB 54.64		821	Vs. 6′	LÚ		<sGr>LÚ</sGr>	LÚ													1a 1g 	{'lg': 'Hit', 'mrp1': 'LÚ=a-@Mann@{ a → NOM.SG(UNM)} { b → ACC.SG(UNM)} { c → NOM.PL(UNM)} { d → ACC.PL(UNM)} { e → GEN.SG(UNM)} { f → GEN.PL(UNM)} { g → D/L.SG(UNM)} { h → D/L.PL(UNM)} { i → ALL(UNM)} { j → ABL(UNM)} { k → INS(UNM)} { l → VOC.SG(UNM)} { m → VOC.PL(UNM)}@28.1.1@', 'mrp2': 'LÚ=a-@Ziti@{ a → PNm.NOM.SG(UNM)} { b → PNm.ACC.SG(UNM)} { c → PNm.GEN.SG(UNM)} { d → PNm.D/L.SG(UNM)} { e → PNm.ABL(UNM)} { f → PNm.INS(UNM)} { g → PNm.VOC.SG(UNM)}@38.1@m'}
27	KUB 54.64		821	Vs. 6′	kaštamma		<d>URU</d>ka-aš-ta-am-ma	~URU~ka-aš-ta-am-ma													1c 	{'lg': 'Hit', 'mrp1': 'kaštamm=a-@Kaštam(m)a@{ a → GN.NOM.SG(UNM)} { b → GN.ACC.SG(UNM)} { c → GN.GEN.SG(UNM)} { d → GN.D/L.SG(UNM)} { e → GN.ALL(UNM)} { f → GN.ABL(UNM)} { g → GN.INS(UNM)} { h → GN.VOC.SG} { i → GN.STF} { j → GN.HURR.ABS.SG}@39.2@URU', 'mrp2': 'kaštam=a-@Kaštam(m)a@{ a → GN.NOM.SG(UNM)} { b → GN.ACC.SG(UNM)} { c → GN.GEN.SG(UNM)} { d → GN.D/L.SG(UNM)} { e → GN.ALL(UNM)} { f → GN.ABL(UNM)} { g → GN.INS(UNM)} { h → GN.VOC.SG(UNM)} { i → GN.HURR.ABS.SG}@39.2 += ma@CNJctr@@URU', 'mrp3': 'kaštam=a-@Kaštam(m)a@{ a → GN.NOM.SG(UNM)} { b → GN.ACC.SG(UNM)} { c → GN.GEN.SG(UNM)} { d → GN.D/L.SG(UNM)} { e → GN.ALL(UNM)} { f → GN.ABL(UNM)} { g → GN.INS(UNM)} { h → GN.VOC.SG(UNM)} { i → GN.HURR.ABS.SG}@39.2@URU += ya@CNJadd@'}
28	KUB 54.64		821	Vs. 6′	pai	pa-a-i	pa-a-i	pa-a-i													1a 	{'lg': 'Hit', 'mrp1': 'pai-/pe-/piya-@geben@{ a → 3SG.PRS} { b → 2SG.IMP}@II.6.2@', 'mrp2': 'pai@gänzlich@@D/L.SG(ABBR)@'}
29	KUB 54.64		821	Vs. 7′			"<space c=""22""/>"	**********************														{'lg': 'Hit'}
30	KUB 54.64		821	Vs. 7′			<del_fin/>x	]x													DEL	{'lg': 'Hit'}
31	KUB 54.64		821	Vs. 7′	1		<num/>1	1			<num/>1										1	{'lg': 'Hit', 'mrp1': '1@ein@@QUANcar@'}
32	KUB 54.64		821	Vs. 7′	UDU		<sGr>UDU</sGr>	UDU													1sg 	{'lg': 'Hit', 'mrp1': 'UDU=@Schaf@{ a → NOM.SG(UNM)} { b → ACC.SG(UNM)} { c → NOM.PL(UNM)} { d → ACC.PL(UNM)} { e → GEN.SG(UNM)} { f → GEN.PL(UNM)} { g → D/L.SG(UNM)} { h → D/L.PL(UNM)} { i → ABL(UNM)} { j → INS(UNM)} { k → VOC.SG(UNM)} { l → VOC.PL(UNM)}@28.3.1.1.2@(UZU)'}
33	KUB 54.64		821	Vs. 7′	ḫanišnit		<d>DUG</d>ḫa-ni-iš-ni-it	~DUG~ḫa-ni-iš-ni-it													1	{'lg': 'Hit', 'mrp1': 'ḫan=eššar@Schöpfgefäß@INS@14.3@DUG'}
34	KUB 54.64		821	Vs. 7′	šippanti	ši-ip-pa-an-ti	ši-ip-pa-an-ti	ši-ip-pa-an-ti													1a 	{'lg': 'Hit', 'mrp1': 'šippant=@libieren@{ a → 3SG.PRS} { b → 2SG.IMP}@II.1.3@', 'mrp2': 'šipp=ā(e)-@schälen@PTCP.D/L.SG@I.9@'}
35	KUB 54.64		821	Vs. 8′			"<space c=""21""/>"	*********************														{'lg': 'Hit'}
36	KUB 54.64		821	Vs. 8′	ištamanišši	i	i<del_fin/>š-ta-ma-ni-iš-ši	i]š-ta-ma-ni-iš-ši													2R 	{'lg': 'Hit', 'mrp1': 'ištaman=a-@Ohr@NOM.PL.C@1.1 += šši@{ R → PPRO.3SG.D/L} { S → POSS.3SG.D/L.SG}@PPRO|D|L|D|L@', 'mrp2': 'ištam=an-@Ohr@NOM.PL.C@9.1.1 += šši@{ R → PPRO.3SG.D/L} { S → POSS.3SG.D/L.SG}@PPRO|D|L|D|L@', 'mrp3': 'ištaman=a-@Ohr@D/L.SG@1.1 += šši@{ R → PPRO.3SG.D/L} { S → POSS.3SG.D/L.SG}@PPRO|D|L|D|L@', 'mrp4': 'ištam=an-@Ohr@D/L.SG.C@9.1.1 += šši@{ R → PPRO.3SG.D/L} { S → POSS.3SG.D/L.SG}@PPRO|D|L|D|L@'}
37	KUB 54.64		821	Vs. 8′	KUN		<d>UZU</d><sGr>KUN</sGr>	~UZU~KUN													1sg 	{'lg': 'Hit', 'mrp1': 'KUN=@Schwanz@{ a → NOM.SG(UNM)} { b → ACC.SG(UNM)} { c → NOM.PL(UNM)} { d → ACC.PL(UNM)} { e → GEN.SG(UNM)} { f → GEN.PL(UNM)} { g → D/L.SG(UNM)} { h → D/L.PL(UNM)} { i → ALL(UNM)} { j → ABL(UNM)} { k → INS(UNM)} { l → VOC.SG(UNM)} { m → VOC.PL(UNM)}@29.1.1@(UZU)'}
38	KUB 54.64		821	Vs. 9′			"<space c=""22""/>"	**********************														{'lg': 'Hit'}
39	KUB 54.64		821	Vs. 9′			<del_fin/>	]														{'lg': 'Hit'}
40	KUB 54.64		821	Vs. 10′			"<space c=""21""/>"	*********************														{'lg': 'Hit'}
41	KUB 54.64		821	Vs. 10′			<del_fin/>	]														{'lg': 'Hit'}
42	KUB 54.64		821	Vs. 10′	BILza		"<sGr>BIL</sGr><corr c=""?""/>-za"	BIL-za					"BIL<corr c=""?""/>"								1	{'lg': 'Hit', 'mrp1': 'BIL=nu-@verbrennen@PTCP.NOM.SG.C@I.29.1.1@', 'mrp2': 'BIL=nu-@verbrennen@PTCP.NOM.SG.C@I.29.1@', 'mrp3': 'BIL=nu-@verbrennen@PTCP.NOM.SG.C@I.29.1.1@', 'mrp4': 'BIL=@verbrennen@3SG.PRS@I.29.1.1 += za@REFL@@', 'mrp5': 'BIL=@verbrennen@3SG.PRS@I.29.1 += za@REFL@@', 'mrp6': 'BIL=@verbrennen@3SG.PRS@I.29.1.1 += za@REFL@@'}
43	KUB 54.64		821	Vs. 10′	LÚ		<sGr>LÚ</sGr><d>MEŠ</d>	LÚ~MEŠ~													1c 	{'lg': 'Hit', 'mrp1': 'LÚ=a-@Mann@{ a → NOM.SG(UNM)} { b → ACC.SG(UNM)} { c → NOM.PL(UNM)} { d → ACC.PL(UNM)} { e → GEN.SG(UNM)} { f → GEN.PL(UNM)} { g → D/L.SG(UNM)} { h → D/L.PL(UNM)} { i → ALL(UNM)} { j → ABL(UNM)} { k → INS(UNM)} { l → VOC.SG(UNM)} { m → VOC.PL(UNM)}@28.1.1@', 'mrp2': 'LÚ=a-@Ziti@{ a → PNm.NOM.SG(UNM)} { b → PNm.ACC.SG(UNM)} { c → PNm.GEN.SG(UNM)} { d → PNm.D/L.SG(UNM)} { e → PNm.ABL(UNM)} { f → PNm.INS(UNM)} { g → PNm.VOC.SG(UNM)}@38.1@m'}
44	KUB 54.64		821	Vs. 10′	zaḫalukka		<d>URU</d>za-ḫa-lu-uk-ka₄	~URU~za-ḫa-lu-uk-ka₄													1c 	{'lg': 'Hit', 'mrp1': 'zaḫalukk=a-@Za/iḫaluk(k)a@{ a → GN.NOM.SG(UNM)} { b → GN.ACC.SG(UNM)} { c → GN.GEN.SG(UNM)} { d → GN.D/L.SG(UNM)} { e → GN.ALL(UNM)} { f → GN.ABL(UNM)} { g → GN.INS(UNM)} { h → GN.VOC.SG} { i → GN.STF} { j → GN.HURR.ABS.SG}@39.2@URU', 'mrp2': 'zaḫaluk=@Za/iḫaluk(k)a@{ a → GN.NOM.SG(UNM)} { b → GN.ACC.SG(UNM)} { c → GN.GEN.SG(UNM)} { d → GN.D/L.SG(UNM)} { e → GN.ALL(UNM)} { f → GN.ABL(UNM)} { g → GN.INS(UNM)} { h → GN.VOC.SG(UNM)} { i → GN.HURR.ABS.SG}@39.1@URU += ya@CNJadd@', 'mrp3': 'zaḫaluk=a-@Za/iḫaluk(k)a@{ a → GN.NOM.SG(UNM)} { b → GN.ACC.SG(UNM)} { c → GN.GEN.SG(UNM)} { d → GN.D/L.SG(UNM)} { e → GN.ALL(UNM)} { f → GN.ABL(UNM)} { g → GN.INS(UNM)} { h → GN.VOC.SG(UNM)} { i → GN.HURR.ABS.SG}@39.2@URU += ya@CNJadd@'}
45	KUB 54.64		821	Vs. 11′			"<space c=""4""/>"	****														{'lg': 'Hit'}
46	KUB 54.64		821	Vs. 11′	zaḫalukka		<d>URU</d>za-ḫa-l<del_fin/>u-uk-ka₄	~URU~za-ḫa-l]u-uk-ka₄													1c 1d 	{'lg': 'Hit', 'mrp1': 'zaḫalukk=a-@Za/iḫaluk(k)a@{ a → GN.NOM.SG(UNM)} { b → GN.ACC.SG(UNM)} { c → GN.GEN.SG(UNM)} { d → GN.D/L.SG(UNM)} { e → GN.ALL(UNM)} { f → GN.ABL(UNM)} { g → GN.INS(UNM)} { h → GN.VOC.SG} { i → GN.STF} { j → GN.HURR.ABS.SG}@39.2@URU', 'mrp2': 'zaḫaluk=@Za/iḫaluk(k)a@{ a → GN.NOM.SG(UNM)} { b → GN.ACC.SG(UNM)} { c → GN.GEN.SG(UNM)} { d → GN.D/L.SG(UNM)} { e → GN.ALL(UNM)} { f → GN.ABL(UNM)} { g → GN.INS(UNM)} { h → GN.VOC.SG(UNM)} { i → GN.HURR.ABS.SG}@39.1@URU += ya@CNJadd@', 'mrp3': 'zaḫaluk=a-@Za/iḫaluk(k)a@{ a → GN.NOM.SG(UNM)} { b → GN.ACC.SG(UNM)} { c → GN.GEN.SG(UNM)} { d → GN.D/L.SG(UNM)} { e → GN.ALL(UNM)} { f → GN.ABL(UNM)} { g → GN.INS(UNM)} { h → GN.VOC.SG(UNM)} { i → GN.HURR.ABS.SG}@39.2@URU += ya@CNJadd@'}
47	KUB 54.64		821	Vs. 11′	petanzi		<ras_in/>pé-e-da-an<ras_fin/>-zi	pé-e-da-an-zi								<ras_in/>pé-e-da-an<ras_fin/>					1	{'lg': 'Hit', 'mrp1': 'ped=a-@hinschaffen@3PL.PRS@II.3@', 'mrp2': 'ped=ae-@hinschaffen@3PL.PRS@I.9@', 'mrp3': 'ped=ant-@(ERG) Platz)@NOM.SG.C@13.1@'}
48	KUB 54.64		821	Vs. 12′			"<space c=""17""/>"	*****************														{'lg': 'Hit'}
49	KUB 54.64		821	Vs. 12′	tai	d	d<del_fin/>a-a-i	d]a-a-i													1 3a 	{'lg': 'Hit', 'mrp1': 'dā-/d-@nehmen@3SG.PRS@II.2@', 'mrp2': 't=aye/a-@stehlen@2SG.IMP@I.7.5@', 'mrp3': 'dai-/te-/ti(ya)-@setzen@{ a → 3SG.PRS} { b → 2SG.IMP}@II.6.1@'}
50	KUB 54.64		821	Vs. 13′			"<space c=""18""/>"	******************														{'lg': 'Hit'}
51	KUB 54.64		821	Vs. 13′	ŠU.GI		<d>L<del_fin/>Ú.MEŠ</d><sGr>Š<del_in/>U.G<del_fin/>I</sGr>	~L]Ú.MEŠ~Š[U.G]I													1pl 	{'lg': 'Hit', 'mrp1': 'ŠU.GI=@Greis@{ a → NOM.SG(UNM)} { b → ACC.SG(UNM)} { c → NOM.PL(UNM)} { d → ACC.PL(UNM)} { e → GEN.SG(UNM)} { f → GEN.PL(UNM)} { g → D/L.SG(UNM)} { h → D/L.PL(UNM)} { i → ALL(UNM)} { j → ABL(UNM)} { k → INS(UNM)} { l → VOC.SG(UNM)} { m → VOC.PL(UNM)}@29.1.1@LÚ'}
52	KUB 54.64		821	Vs. 13′	nerik		<laes_in/><d>URU</d><laes_fin/>ne-ri-ik	⸢~URU~⸣ne-ri-ik													1c 	{'lg': 'Hit', 'mrp1': 'nerik=@Nerik@{ a → GN.NOM.SG(UNM)} { b → GN.ACC.SG(UNM)} { c → GN.GEN.SG(UNM)} { d → GN.D/L.SG(UNM)} { e → GN.ALL(UNM)} { f → GN.ABL(UNM)} { g → GN.INS(UNM)} { h → GN.VOC.SG(UNM)} { i → GN.HURR.ABS.SG}@39.1@URU'}
53	KUB 54.64		821	Vs. 14′			"<space c=""12""/>"	************														{'lg': 'Hit'}
54	KUB 54.64		821	Vs. 14′	akuanzi	a-k	a-k<del_fin/>u-<laes_in/>wa-an-zi<laes_fin/>	a-k]u-⸢wa-an-zi⸣													1	{'lg': 'Hit', 'mrp1': 'eku-/aku-@trinken@3PL.PRS@I.2.2@'}
55	KUB 54.64		821	Vs. 14′	Ù		<aGr>Ù</aGr>	#Ù#													1	{'lg': 'Hit', 'mrp1': 'U@und@CNJadd@@', 'mrp2': 'Ù=@Schlaf@{ a → NOM.SG(UNM)} { b → ACC.SG(UNM)} { c → NOM.PL(UNM)} { d → ACC.PL(UNM)} { e → GEN.SG(UNM)} { f → GEN.PL(UNM)} { g → D/L.SG(UNM)} { h → D/L.PL(UNM)} { i → ALL(UNM)} { j → ABL(UNM)} { k → INS(UNM)} { l → VOC.SG(UNM)} { m → VOC.PL(UNM)}@29.1.1@', 'mrp3': 'Ù=@schlafen@@@'}
